(405167, 0.94335463)
(107861, 0.9421712)
(345704, 0.94099473)
(263304, 0.94099473)
(177195, 0.94099473)
(155688, 0.94099473)
(162284, 0.94099465)
(388698, 0.94098777)
(334952, 0.94098072)
(270252, 0.93981826)
(112687, 0.93981826)
(157944, 0.93981826)
(416442, 0.93981826)
(379643, 0.93981826)
(243979, 0.93981826)
(188578, 0.93981826)
(94511, 0.93981826)
(110990, 0.93981826)
(10676, 0.93981826)
(12110, 0.93981826)
(31049, 0.93981826)
(249692, 0.9398113)
(153518, 0.9398113)
(110353, 0.9398113)
(185050, 0.9398113)
(97067, 0.9398113)
(234083, 0.9398113)
(263568, 0.9398113)
(70360, 0.9398113)
(156603, 0.9398113)
(186809, 0.9398113)
(371347, 0.93981121)
(164680, 0.93980425)
(351972, 0.93980425)
(45516, 0.93980425)
(259478, 0.93980425)
(332410, 0.93979729)
(212556, 0.93979721)
(7363, 0.93979025)
(257719, 0.93979025)
(187220, 0.93864875)
(47304, 0.93864179)
(121390, 0.93864179)
(309304, 0.93864179)
(109381, 0.93864179)
(297576, 0.93864179)
(355773, 0.93864179)
(23894, 0.93864179)
(393105, 0.93864179)
(98620, 0.93864179)
(180194, 0.93864179)
(52055, 0.93864179)
(287443, 0.93864179)
(182452, 0.93864179)
(67892, 0.93864179)
(283132, 0.93864179)
(136451, 0.93864179)
(64540, 0.93864179)
(6712, 0.93864179)
(50749, 0.93864179)
(123282, 0.93864179)
(67232, 0.93863483)
(201300, 0.93863483)
(195925, 0.93863483)
(416834, 0.93863483)
(267757, 0.93863483)
(392113, 0.93863483)
(130156, 0.93863483)
(369542, 0.93863483)
(272871, 0.93863483)
(395544, 0.93863483)
(364068, 0.93863483)
(357084, 0.93863483)
(363666, 0.93863483)
(54303, 0.93863483)
(194670, 0.93863483)
(301646, 0.93863483)
(180577, 0.93863474)
(244227, 0.93862787)
(92507, 0.93862778)
(42649, 0.93862778)
(49140, 0.93862778)
(370636, 0.93862778)
(95756, 0.93862778)
(148683, 0.93862778)
(159337, 0.93862778)
(163639, 0.93862778)
(15679, 0.93862778)
(362595, 0.93862778)
(300345, 0.93862778)
(286367, 0.93862778)
(379091, 0.93862778)
(186207, 0.93862778)
(34659, 0.93862778)
(182561, 0.93862778)
(93220, 0.93862778)
(286741, 0.93862778)
(125623, 0.93862778)
(98599, 0.93862778)
(388414, 0.9386209)
(333042, 0.93862082)
(373926, 0.93862082)
(94085, 0.93862082)
(383349, 0.93862082)
(403899, 0.93862082)
(391568, 0.93862082)
(51622, 0.93862082)
(397077, 0.93862082)
(41543, 0.93862082)
(56703, 0.93862082)
(290932, 0.93862074)
(274946, 0.93861378)
(3677, 0.93861378)
(251426, 0.93861378)
(390740, 0.93860682)
(351606, 0.93859977)
(205433, 0.93746532)
(220533, 0.93746532)
(403433, 0.93746532)
(356497, 0.93746532)
(138454, 0.93746532)
(143963, 0.93746532)
(6928, 0.93746532)
(417542, 0.93746532)
(117567, 0.93746532)
(280570, 0.93746532)
(252667, 0.93746532)
(260811, 0.93746532)
(210445, 0.93746532)
(346223, 0.93746532)
(116402, 0.93746532)
(299183, 0.93746532)
(73051, 0.93746532)
(161913, 0.93746532)
(377202, 0.93746532)
(64198, 0.93746532)
(343564, 0.93746532)
(347246, 0.93746532)
(190972, 0.93746532)
(283141, 0.93746532)
(159656, 0.93746532)
(23055, 0.93746532)
(277207, 0.93746532)
(165028, 0.93746532)
(182329, 0.93746532)
(312544, 0.93746532)
(7790, 0.93746532)
(275874, 0.93746532)
(240916, 0.93746532)
(272932, 0.93745836)
(405326, 0.93745836)
(247772, 0.93745836)
