(294335, 0.93982522)
(212556, 0.93982522)
(329676, 0.9398113)
(355773, 0.9398113)
(371347, 0.93981121)
(143032, 0.93864875)
(362595, 0.93864179)
(194670, 0.93864179)
(330561, 0.93864179)
(70493, 0.93863483)
(251733, 0.93862778)
(31937, 0.93862778)
(168173, 0.93746532)
(128489, 0.93746532)
(94085, 0.93746532)
(152992, 0.93746532)
(188578, 0.93746532)
(272871, 0.93746532)
(190972, 0.93746532)
(177195, 0.93746532)
(60036, 0.93746532)
(220533, 0.93745836)
(333042, 0.93745836)
(314785, 0.93745836)
(247093, 0.93745836)
(309304, 0.93745836)
(322639, 0.93745836)
(379643, 0.93745836)
(253061, 0.93745836)
(267757, 0.93745836)
(154347, 0.93745836)
(32848, 0.93745836)
(126073, 0.93745836)
(235596, 0.93745836)
(243979, 0.93745827)
(74037, 0.93745139)
(135914, 0.93745131)
(88333, 0.93745131)
(187178, 0.93745131)
(7363, 0.93745131)
(370990, 0.93745131)
(53905, 0.93745131)
(148683, 0.93745131)
(317550, 0.93745131)
(212000, 0.93745131)
(109520, 0.93744443)
(39167, 0.93744435)
(313386, 0.93744435)
(108019, 0.93744435)
(336440, 0.93629581)
(292962, 0.93628885)
(206490, 0.93628885)
(28692, 0.93628885)
(212660, 0.93628885)
(343800, 0.93628885)
(36134, 0.93628885)
(300163, 0.93628885)
(184960, 0.93628885)
(118362, 0.93628885)
(181676, 0.93628885)
(292375, 0.93628189)
(270252, 0.93628189)
(76383, 0.93628189)
(249692, 0.93628189)
(371045, 0.93628189)
(120121, 0.93628189)
(274116, 0.93628189)
(345704, 0.93628189)
(116080, 0.93628189)
(110353, 0.93628189)
(77851, 0.93628189)
(232030, 0.93628189)
(406080, 0.93628189)
(61116, 0.93628189)
(146699, 0.93628189)
(313250, 0.9362818)
(78468, 0.9362818)
(84582, 0.9362818)
(257078, 0.9362818)
(156516, 0.93627492)
(215573, 0.93627492)
(114955, 0.93627492)
(23894, 0.93627492)
(415170, 0.93627492)
(260434, 0.93627492)
(114455, 0.93627492)
(166085, 0.93627492)
(25313, 0.93627484)
(157944, 0.93627484)
(382420, 0.93627484)
(217714, 0.93627484)
(146048, 0.93627484)
(145642, 0.93627484)
(162284, 0.93627484)
(176690, 0.93627484)
(340014, 0.93627484)
(79603, 0.93627484)
(322497, 0.93627484)
(266565, 0.93627484)
(287443, 0.93627484)
(363666, 0.93627484)
(166665, 0.93627484)
(152188, 0.93627484)
(51622, 0.93627484)
(67892, 0.93627484)
(91002, 0.93627484)
(320481, 0.93626788)
(92017, 0.93626788)
(148155, 0.93626788)
(49140, 0.93626788)
(257533, 0.93626788)
(351972, 0.93626788)
(178767, 0.93626788)
(309540, 0.93626788)
(257719, 0.93626788)
(45617, 0.93626788)
(15679, 0.93626788)
(187220, 0.93626788)
(392113, 0.93626788)
(305147, 0.93626788)
(77003, 0.93626788)
(12537, 0.93626788)
(254637, 0.93626788)
(251426, 0.93626788)
(263568, 0.93626788)
(255600, 0.9362678)
(267778, 0.936261)
(117218, 0.93626092)
(54303, 0.93626092)
(238208, 0.93626084)
(144843, 0.93626084)
(55506, 0.93626084)
(260046, 0.93625387)
(144537, 0.93625387)
(94912, 0.93625387)
(391568, 0.93625387)
(300026, 0.93625379)
(79213, 0.93624683)
(338001, 0.93511934)
(90712, 0.93511934)
(195925, 0.93511238)
