(108019, 0.93982522)
(92404, 0.93864883)
(13567, 0.93864875)
(7363, 0.93864179)
(267757, 0.93864179)
(193634, 0.93747228)
(92507, 0.93747228)
(314785, 0.93747228)
(166502, 0.93747228)
(148155, 0.93747228)
(128489, 0.93747228)
(379643, 0.93747228)
(73951, 0.93747228)
(45617, 0.93747228)
(297576, 0.93747228)
(148592, 0.93747228)
(159337, 0.93747228)
(158795, 0.93747228)
(157162, 0.93747228)
(296610, 0.93747228)
(258237, 0.93747228)
(45516, 0.93747228)
(364068, 0.93747228)
(365747, 0.93747228)
(330561, 0.93747228)
(67892, 0.93747228)
(397077, 0.93747228)
(149451, 0.93746532)
(333042, 0.93746532)
(299304, 0.93746532)
(15375, 0.93746532)
(351972, 0.93746532)
(270491, 0.93746532)
(184318, 0.93746532)
(317550, 0.93746532)
(363666, 0.93746532)
(212556, 0.93746532)
(126073, 0.93746532)
(48002, 0.93746532)
(12110, 0.93746532)
(231074, 0.93746532)
(329676, 0.93745836)
(382420, 0.93745836)
(105181, 0.93745836)
(124640, 0.93745836)
(48031, 0.93745836)
(242366, 0.93745836)
(64992, 0.93745131)
(282717, 0.93630277)
(210474, 0.93629581)
(121390, 0.93629581)
(82239, 0.93629581)
(150964, 0.93629581)
(253676, 0.93629581)
(375892, 0.93629581)
(35670, 0.93629581)
(229090, 0.93629581)
(315726, 0.93629581)
(289769, 0.93629581)
(210445, 0.93629581)
(50108, 0.93629581)
(43274, 0.93629581)
(116402, 0.93629581)
(383349, 0.93629581)
(5349, 0.93629581)
(377142, 0.93629581)
(257719, 0.93629581)
(176690, 0.93629581)
(63934, 0.93629581)
(321535, 0.93629581)
(148683, 0.93629581)
(377202, 0.93629581)
(343694, 0.93629581)
(410737, 0.93629581)
(358956, 0.93629581)
(363914, 0.93629581)
(148990, 0.93629581)
(157289, 0.93629581)
(234801, 0.93629581)
(395544, 0.93629581)
(81693, 0.93629581)
(143032, 0.93629581)
(288468, 0.93629581)
(96920, 0.93629581)
(12537, 0.93629581)
(180556, 0.93629581)
(63630, 0.93629581)
(358943, 0.93629581)
(155688, 0.93629581)
(156516, 0.93628885)
(221814, 0.93628885)
(272932, 0.93628885)
(240706, 0.93628885)
(67232, 0.93628885)
(143963, 0.93628885)
(176110, 0.93628885)
(49140, 0.93628885)
(114637, 0.93628885)
(310812, 0.93628885)
(44436, 0.93628885)
(371347, 0.93628885)
(314484, 0.93628885)
(377295, 0.93628885)
(98620, 0.93628885)
(35805, 0.93628885)
(99356, 0.93628885)
(334780, 0.93628885)
(200969, 0.93628885)
(346480, 0.93628885)
(300163, 0.93628885)
(190972, 0.93628885)
(94792, 0.93628885)
(333754, 0.93628885)
(184550, 0.93628885)
(29778, 0.93628885)
(73927, 0.93628885)
(34659, 0.93628885)
(263304, 0.93628885)
(292089, 0.93628885)
(131688, 0.93628885)
(261084, 0.93628885)
(251733, 0.93628885)
(146807, 0.93628885)
(93220, 0.93628885)
(287824, 0.93628189)
(20428, 0.93628189)
(215573, 0.93628189)
(345704, 0.93628189)
(161913, 0.93628189)
(343564, 0.93628189)
(74419, 0.93628189)
(331293, 0.93628189)
(295667, 0.93628189)
(114455, 0.93628189)
(141921, 0.9362818)
(362938, 0.9362818)
(33795, 0.9362818)
(251426, 0.9362818)
(350265, 0.9362818)
(255600, 0.9362818)
(395977, 0.93627484)
(92895, 0.93627484)
(155403, 0.93626788)
(370990, 0.93511942)
(2078, 0.93511934)
(274837, 0.93511934)
(250414, 0.93511934)
(279432, 0.93511934)
(200790, 0.93511934)
(51310, 0.93511934)
(320481, 0.93511934)
(318486, 0.93511934)
(369038, 0.93511934)
(157944, 0.93511934)
(21658, 0.93511934)
(42649, 0.93511934)
(130291, 0.93511934)
(164680, 0.93511934)
(182054, 0.93511934)
(349260, 0.93511934)
(260811, 0.93511934)
(343800, 0.93511934)
(140499, 0.93511934)
(45137, 0.93511934)
(63106, 0.93511934)
(270103, 0.93511934)
(172739, 0.93511934)
(39750, 0.93511934)
(185050, 0.93511934)
(244066, 0.93511934)
(388249, 0.93511934)
(110990, 0.93511934)
(174190, 0.93511934)
(154347, 0.93511934)
(164765, 0.93511934)
(130710, 0.93511934)
(356577, 0.93511934)
(343333, 0.93511934)
(49038, 0.93511934)
(187384, 0.93511934)
(406274, 0.93511934)
(23044, 0.93511934)
(409007, 0.93511934)
(359164, 0.93511934)
(186207, 0.93511934)
(186200, 0.93511934)
(353035, 0.93511934)
(47588, 0.93511934)
