(258645, 0.71084929)
(251478, 0.80645078)
(369209, 0.84290057)
(49346, 0.86187791)
(92298, 0.87488207)
(15583, 0.88666045)
(113480, 0.89844596)
(25524, 0.90791366)
(277285, 0.91147117)
(49269, 0.91974135)
(17098, 0.92797665)
(281868, 0.92916016)
(243368, 0.93385204)
(394093, 0.93627492)
(191965, 0.93745836)
(36634, 0.93743739)
(313980, 0.93981826)
(113771, 0.94334767)
(93050, 0.94570061)
(195517, 0.94570061)
(109767, 0.94453806)
(170752, 0.946891)
(288318, 0.94571453)
(323231, 0.946891)
(387628, 0.94568652)
(99902, 0.946891)
(102597, 0.94806051)
(416163, 0.94806051)
(172839, 0.946891)
(130918, 0.9445311)
(223878, 0.94218512)
(261841, 0.94217816)
(173784, 0.94218512)
(144896, 0.94100169)
(204019, 0.94099473)
(51552, 0.9410157)
(402013, 0.94100873)
(310650, 0.94099473)
(145382, 0.93866276)
(149555, 0.93983923)
(244550, 0.93983923)
(366357, 0.9410157)
(14683, 0.9410157)
(306556, 0.93983226)
(172872, 0.9410157)
(414528, 0.93983923)
(332582, 0.93864179)
(163039, 0.93629581)
(332927, 0.93629581)
(75489, 0.93745827)
(89866, 0.93864875)
(364420, 0.93864875)
(12908, 0.93864875)
(66654, 0.93864875)
(377310, 0.93747228)
(110042, 0.93747228)
(276694, 0.93747228)
(173592, 0.93746532)
(15003, 0.93628885)
(278078, 0.93746532)
(52587, 0.94100169)
(397084, 0.94100169)
(173297, 0.94217816)
(120133, 0.94335463)
(307819, 0.94217816)
(287164, 0.94100169)
(179114, 0.94217816)
(167023, 0.9421712)
(328337, 0.94334063)
(212322, 0.94335463)
(75015, 0.9445311)
(240304, 0.94335463)
(209451, 0.94335463)
(133, 0.94217816)
(47220, 0.94335463)
(257692, 0.94334063)
(72226, 0.94100169)
(122088, 0.94217816)
(36469, 0.94217816)
(133069, 0.94217816)
(127126, 0.94099473)
(407546, 0.9421712)
(180302, 0.9421712)
(405167, 0.94335463)
(332410, 0.94335463)
(286367, 0.94100169)
(277615, 0.94217816)
(279468, 0.93981121)
(6928, 0.93864179)
(388698, 0.93864179)
(294335, 0.93982522)
(94575, 0.93982522)
(295799, 0.93982522)
(108019, 0.93982522)
(251426, 0.94100169)
(135914, 0.94217816)
(20428, 0.94217816)
(220533, 0.94336864)
(359164, 0.94336864)
(82239, 0.94336864)
